freq,unit,category,sex,geo\TIME_PERIOD	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,RT_UNE,NON_HRSTU,T,IT	13.7 	14.3 	14.7 	14.9 	14.9 b	14.5 	13.8 	12.4 	12.0 	11.5 	10.4 b	10.0 b	9.0 	8.2 	9.0 	10.2 	11.0 	11.2 b	14.2 	16.2 	16.8 b	15.9 	15.8 	15.2 	14.5 b	13.6 	12.6 	13.0 b	11.2 	10.8 	9.2 
A,RT_UNE,NON_HRSTU,T,LT	: 	: 	: 	: 	18.3 b	17.8 	21.7 b	22.0 	16.7 b	16.6 	13.6 	11.3 b	7.9 	5.9 	8.3 	19.9 	25.8 	22.8 b	19.8 	17.7 	16.6 b	14.4 	12.7 	11.3 	9.7 	10.0 	13.5 	11.0 b	9.3 	11.1 	11.4 
A,RT_UNE,NON_HRSTU,T,LU	4.3 	3.8 	4.6 	3.5 	: 	3.4 	3.3 	2.3 	3.5 	4.6 b	7.0 	5.9 b	6.7 	5.4 b	7.6 	7.5 b	6.5 	7.8 b	8.6 	10.1 	10.5 b	10.6 b	10.3 	8.6 	8.9 	9.6 	11.7 	9.0 b	7.9 	9.0 	11.9 
A,RT_UNE,NON_HRSTU,T,LV	: 	: 	: 	: 	18.3 b	17.8 	18.3 	17.9 	18.2 b	15.3 	15.4 	13.1 b	9.2 	8.1 	10.8 	24.5 	26.0 	22.4 b	21.3 	16.6 	15.1 b	14.1 	14.1 	12.9 	10.8 	9.2 	11.5 	10.9 b	10.0 	9.9 	10.3 
A,RT_UNE,NON_HRSTU,T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.1 b	26.2 	26.4 	24.1 b	22.8 	22.4 	20.1 	19.0 	18.7 	22.1 	: 	: 	: 	: 
A,RT_UNE,NON_HRSTU,T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41.3 	40.2 	38.2 	36.5 	36.3 	35.9 b	35.8 	32.5 	31.4 b	29.4 	26.9 	25.3 	23.5 	19.9 	19.1 	19.4 b	18.2 	17.5 	16.0 
A,RT_UNE,NON_HRSTU,T,MT	: 	: 	: 	: 	: 	: 	8.2 	9.2 	8.9 	9.4 	9.6 b	9.0 b	9.0 	8.7 	8.3 	9.4 	9.5 	9.1 b	8.9 	8.8 	8.2 b	8.0 	7.0 	5.9 	5.9 	5.6 	6.8 	6.0 b	4.7 	4.9 	4.7 
A,RT_UNE,NON_HRSTU,T,NL	: 	: 	8.8 	7.7 	6.5 b	5.4 	3.8 	2.8 	3.5 	5.2 	6.8 	8.5 b	7.3 b	6.2 	5.4 	6.4 	7.4 	7.4 b	8.9 	11.1 b	11.6 b	10.8 	9.5 	7.7 	6.0 	5.3 b	6.2 	6.9 b	5.7 	5.7 	5.9 
A,RT_UNE,NON_HRSTU,T,NO	: 	: 	6.1 	5.7 	4.5 b	4.0 	4.3 	4.8 	5.2 	5.7 b	5.7 	6.3 b	4.9 b	3.6 	3.7 	4.5 	5.1 	5.0 b	4.7 	5.3 	5.5 b	7.0 	7.4 	6.9 	6.2 	6.0 	7.1 	7.3 b	5.5 	5.9 	6.3 
A,RT_UNE,NON_HRSTU,T,PL	: 	: 	: 	13.7 	12.6 b	15.7 	20.4 b	23.0 b	24.9 	24.5 b	24.2 b	22.7 b	17.9 	12.5 	9.2 	10.7 	12.7 b	12.7 b	13.3 	13.8 	12.4 b	10.4 	8.7 	7.1 	5.6 	4.6 b	4.5 	5.0 b	4.4 	4.5 	4.7 
A,RT_UNE,NON_HRSTU,T,PT	7.9 	8.2 	8.4 	7.7 	5.2 b	5.1 	4.3 	4.3 	5.0 	6.8 	7.2 b	8.6 b	8.7 	8.8 	8.5 	11.0 	12.7 	15.1 b	18.4 	19.4 	17.1 b	15.4 	13.8 	11.3 	8.8 	8.0 	8.5 	8.5 b	8.0 	8.5 	8.5 
A,RT_UNE,NON_HRSTU,T,RO	: 	: 	: 	6.5 	6.6 b	7.3 	8.1 	7.6 	9.6 b	8.1 b	9.1 	8.4 b	8.5 	7.6 	6.9 	8.0 	8.0 b	8.3 b	7.7 	8.0 	7.5 b	8.0 	7.1 	6.0 	5.1 	4.9 	6.2 	7.2 b	7.5 	7.4 	7.1 
A,RT_UNE,NON_HRSTU,T,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.5 	24.9 b	26.0 	25.9 	22.9 b	20.5 	17.5 	15.6 	15.0 	12.4 	10.5 	13.5 b	12.3 	12.0 	10.9 
A,RT_UNE,NON_HRSTU,T,SE	: 	10.7 	11.4 	14.7 	12.5 b	10.8 	7.9 	6.7 b	7.0 	7.7 	9.4 	10.5 b	10.2 b	9.0 	9.3 	12.6 	13.1 	12.1 b	12.5 	12.8 	12.9 b	12.1 	11.6 	11.1 	10.9 b	11.9 	14.6 	16.2 b	14.3 	14.3 	15.1 
A,RT_UNE,NON_HRSTU,T,SI	: 	: 	8.9 	8.2 	9.3 b	9.5 	9.2 	7.5 	7.9 	8.6 	8.2 	8.9 b	8.2 	6.4 	5.7 	8.2 	10.0 	11.4 b	12.0 	14.1 	13.3 b	12.5 	10.7 	8.7 	7.1 	6.3 	7.4 	7.2 b	6.1 	5.4 b	5.6 
A,RT_UNE,NON_HRSTU,T,SK	: 	: 	: 	: 	16.1 b	21.0 b	25.0 	25.6 b	24.9 	22.9 b	24.6 	21.9 b	18.4 	15.1 	13.0 	16.4 	19.7 	18.5 b	18.4 	18.5 	17.3 b	15.0 	12.5 	10.9 	9.0 	8.1 	9.4 	10.1 b	9.3 	9.0 	8.3 
A,RT_UNE,NON_HRSTU,T,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.4 	9.5 	10.4 	13.5 	11.4 	9.1 b	8.4 b	9.0 	10.2 b	10.6 	11.1 	10.9 	11.0 	14.4 	14.0 	12.4 b	10.6 	9.7 	9.0 
A,RT_UNE,NON_HRSTU,T,UK	12.2 	11.0 	10.5 	9.2 	: 	8.0 b	7.5 	6.3 b	6.6 	6.3 	6.2 b	6.4 b	7.3 	7.4 b	7.9 b	10.6 	11.2 b	12.6 b	12.4 	12.1 	9.9 b	8.6 	7.7 	6.8 	6.4 	6.0 	: 	: 	: 	: 	: 
A,THS_PER,HRSTU,F,AT	: 	: u	: u	4.7 u	: bu	: u	5.7 u	5.6 u	5.7 u	7.1 u	9.4 b	9.9 b	10.7 b	9.9 b	6.6 	11.1 	9.8 	11.1 b	10.6 	17.0 	27.1 b	25.1 	24.1 	23.9 	24.6 	26.1 	29.6 	32.9 b	26.4 	32.1 	32.6 
A,THS_PER,HRSTU,F,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.0 b	20.8 	18.0 	16.6 
A,THS_PER,HRSTU,F,BE	28.4 	25.9 	30.2 	28.9 	29.6 b	30.5 b	21.8 	23.5 b	26.0 	25.9 	29.0 	37.4 b	41.9 	34.0 	32.8 b	42.8 	45.6 	37.3 b	39.7 	53.1 	51.3 b	46.9 	49.1 	55.7 b	40.8 	37.7 	42.9 	47.8 b	41.5 	40.6 	42.3 
A,THS_PER,HRSTU,F,BG	: 	: 	: 	: 	: 	: 	26.1 	42.6 b	40.3 	33.7 b	29.2 	19.9 b	20.2 b	12.4 	13.0 b	15.8 	24.1 b	25.9 b	29.3 	35.8 	28.3 b	23.5 	19.7 	17.3 	13.3 	10.8 b	13.3 	10.9 b	7.8 	11.8 	10.2 b
A,THS_PER,HRSTU,F,CH	: 	: 	4.1 u	13.5 	12.3 b	8.4 u	5.0 u	8.8 u	7.7 	10.5 	12.1 	14.5 b	12.6 	13.0 	12.1 	18.6 	19.0 b	21.1 b	20.9 	24.9 	25.2 b	27.5 	28.0 	37.9 	36.7 	36.0 	39.1 	36.9 b	32.3 	37.1 	42.2 
A,THS_PER,HRSTU,F,CY	: 	: 	: 	: 	: 	: 	1.4 u	1.8 	1.5 	2.4 	2.1 	3.2 b	3.4 	3.1 	2.6 	4.2 b	5.6 	7.2 b	11.1 	14.2 	14.6 b	14.0 	12.1 	11.4 	8.8 	8.1 	7.6 	8.0 b	8.1 	7.8 	6.5 
A,THS_PER,HRSTU,F,CZ	: 	: 	: 	: 	5.3 b	8.6 	9.6 	8.1 	4.6 	6.2 b	5.6 	7.9 b	8.4 	5.3 	6.3 	8.7 	11.9 b	14.1 b	16.5 	17.7 	18.7 b	16.0 	13.9 	11.4 	9.4 	7.3 	10.7 	10.2 b	6.9 	11.6 	11.8 
A,THS_PER,HRSTU,F,DE	187.8 	186.6 	183.1 b	215.8 	: 	189.5 	177.3 	164.1 	157.9 	204.8 	222.8 	235.6 b	207.7 b	180.5 	167.3 	168.2 	146.8 b	130.4 b	132.4 b	135.7 	129.2 b	124.1 	115.8 	103.6 	103.8 	103.9 	151.6 b	149.3 b	134.4 	148.8 	195.6 
A,THS_PER,HRSTU,F,DK	16.8 	18.0 	15.9 	12.2 	12.4 b	12.0 	8.8 	12.8 	14.5 	22.9 b	16.8 	18.2 b	18.6 	13.6 b	9.8 b	16.0 	20.9 	26.4 b	27.0 	24.6 	26.4 b	27.4 	26.8 b	27.4 b	28.2 	26.6 	30.9 	25.4 b	24.7 	27.0 b	37.0 
A,THS_PER,HRSTU,F,EA21	: 	: 	: 	: 	: 	: 	: 	: 	1000.2 	1062.4 	1159.4 	1164.3 b	1090.4 	1011.0 	1026.9 	1288.0 	1440.1 	1540.7 b	1815.6 	2041.4 	2041.7 b	1970.7 	1856.0 	1702.9 	1590.3 	1524.2 	1735.1 	1703.2 b	1517.0 	1550.3 	1567.1 
A,THS_PER,HRSTU,F,EE	: 	: 	: 	11.5 	6.5 b	7.6 	: bu	8.7 u	5.8 u	7.0 u	9.4 u	5.4 b	4.5 	3.2 	4.1 	8.9 	11.8 	13.2 b	9.8 	9.3 	7.5 b	6.9 	6.1 	4.9 	5.5 	4.9 	8.2 	5.6 b	6.2 	7.5 	10.5 
A,THS_PER,HRSTU,F,EL	24.7 	27.7 	30.1 	30.1 	41.1 b	48.7 	46.6 	45.5 b	47.0 	45.0 	61.8 b	63.2 b	60.0 	59.8 	52.2 	63.8 b	86.9 	123.4 b	158.3 	178.3 	171.2 b	180.9 	182.0 	169.2 	153.1 	132.9 	126.0 	119.5 b	98.3 	89.9 	77.1 
A,THS_PER,HRSTU,F,ES	342.1 b	364.6 	389.1 	390.3 	418.0 b	376.8 	341.8 	251.8 b	316.0 	290.0 	318.1 	266.1 b	255.4 b	228.1 	274.5 	396.3 	483.2 	557.6 b	689.5 	756.5 	716.5 b	674.3 	608.3 	535.0 	481.5 	483.9 	582.8 	550.5 bd	482.9 d	480.5 d	446.3 d
A,THS_PER,HRSTU,F,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	1158.3 	1238.4 	1362.9 	1402.9 b	1313.7 	1199.6 	1198.7 	1516.2 	1702.3 	1833.8 b	2141.0 	2383.8 	2363.6 b	2250.7 	2093.3 	1902.5 	1765.1 	1704.4 	1950.2 	1903.9 b	1675.2 	1730.4 	1790.1 
A,THS_PER,HRSTU,F,FI	: 	17.4 	16.4 	16.1 	28.9 b	25.9 	27.0 b	21.3 	19.0 	18.4 	25.9 	23.4 b	20.5 	20.1 b	19.3 b	22.4 	23.6 	21.2 b	20.2 	23.9 	27.7 b	35.4 	35.8 	34.0 	28.3 	25.2 	31.8 	27.7 b	23.7 	24.4 	28.5 
A,THS_PER,HRSTU,F,FR	182.0 	198.2 	207.8 	208.4 	236.5 b	235.6 	193.2 	178.7 	187.1 	219.2 b	244.0 	241.3 b	226.2 b	221.9 	199.7 	244.9 	245.4 	254.6 b	271.4 	309.8 b	354.6 b	353.7 	345.8 	327.2 	341.5 	320.2 	349.4 	365.9 bd	341.3 d	365.7 d	378.4 d
A,THS_PER,HRSTU,F,HR	: 	: 	: 	: 	: 	: 	: 	: 	15.5 u	13.8 bu	12.8 u	10.6 bu	12.1 bu	13.0 	10.6 	14.6 	19.3 b	19.8 b	24.2 b	28.6 	26.5 b	25.0 	21.9 	18.6 	18.2 	16.6 	16.0 	14.3 b	15.6 	13.9 	11.0 
A,THS_PER,HRSTU,F,HU	: 	: 	: 	5.7 	5.4 b	3.5 u	4.2 u	4.5 bu	7.7 	5.4 	12.1 	13.7 b	12.2 	14.7 	15.3 	20.7 	22.3 	23.9 b	27.3 	25.2 	21.0 b	16.4 	11.6 	11.2 	11.1 b	11.0 	14.7 	15.4 b	12.8 	14.0 	14.7 
A,THS_PER,HRSTU,F,IE	9.9 	8.1 	9.6 	9.0 	: 	4.5 	3.9 u	3.9 u	4.6 	6.6 	6.9 	7.9 b	9.1 	12.4 b	16.9 	32.1 	36.6 	38.5 b	39.0 	39.7 	37.0 b	31.9 	27.8 	23.9 b	22.8 	19.1 	26.4 	28.8 b	23.5 	23.0 	25.6 
A,THS_PER,HRSTU,F,IS	: 	: 	: 	: 	: 	: u	: u	: u	: u	: bu	: u	: bu	: u	: u	: u	0.9 	0.8 	1.2 b	0.7 	1.3 	1.5 b	1.2 	0.7 	0.6 	0.8 	1.0 	1.5 b	1.9 b	1.2 	0.7 	1.0 
A,THS_PER,HRSTU,F,IT	76.5 	99.9 	89.4 	97.1 	106.4 b	116.0 	104.1 	99.1 	107.1 	110.6 	104.7 b	134.8 b	120.7 	109.7 	123.2 	145.5 	151.3 	148.0 b	189.1 	218.1 	242.1 b	232.0 	226.3 	227.4 	217.2 b	207.0 	195.8 	182.2 b	155.1 	151.5 	139.6 
A,THS_PER,HRSTU,F,LT	: 	: 	: 	: 	30.6 b	40.0 	33.2 b	13.6 	16.7 bu	14.8 u	16.7 u	10.5 bu	: u	6.1 u	9.1 u	13.6 	22.7 	17.0 b	17.4 	17.9 	14.9 b	14.4 	10.6 	10.4 	10.3 	10.3 	15.7 	15.1 b	14.7 	16.2 	17.0 
A,THS_PER,HRSTU,F,LU	: u	: u	: u	: u	: 	: u	: u	: u	: u	0.6 bu	1.1 	1.1 b	1.0 u	1.1 b	1.0 u	1.8 b	1.7 	1.9 b	2.0 	2.0 	2.1 b	2.8 b	1.9 	2.1 	2.8 	2.5 	3.9 	3.9 b	3.2 	3.1 u	5.0 
A,THS_PER,HRSTU,F,LV	: 	: 	: 	: 	7.6 b	6.3 	8.6 	: u	8.5 bu	: u	: u	6.9 b	6.8 	5.9 	8.1 	14.0 	19.1 	12.6 b	12.1 	13.2 	12.0 b	11.6 	9.2 	8.6 	7.4 	7.4 	10.3 	10.4 b	9.5 	7.9 	9.8 
A,THS_PER,HRSTU,F,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.1 b	3.5 	3.3 	3.9 b	4.3 	4.9 	4.9 	4.2 	4.4 	5.8 	: 	: 	: 	: 
A,THS_PER,HRSTU,F,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.9 	16.9 	16.2 	20.1 	20.9 	26.0 b	26.7 	27.6 	25.8 b	26.0 	26.0 	27.4 	25.2 	19.1 	20.9 	11.6 b	10.9 	9.1 	11.2 
A,THS_PER,HRSTU,F,MT	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: bu	: bu	: u	: u	: u	0.5 u	: u	0.4 bu	0.5 u	0.6 u	0.7 bu	0.8 u	0.6 u	0.7 u	0.9 u	1.5 	1.5 	1.0 bu	1.5 	1.4 u	1.2 u
A,THS_PER,HRSTU,F,NL	: 	: 	35.7 	34.7 	20.5 b	15.9 	17.5 	13.4 	14.6 	19.7 	27.6 	43.8 b	37.9 b	33.3 	32.0 	39.4 	44.1 	44.0 b	50.2 	59.7 b	61.4 b	60.7 	57.3 	47.5 	41.2 	39.5 b	50.8 	57.5 b	58.2 	62.7 	63.1 
A,THS_PER,HRSTU,F,NO	: 	: 	11.1 	9.6 	9.5 b	7.2 	7.9 	8.1 	9.9 	10.7 b	11.5 	10.0 b	7.3 b	6.7 	6.3 	8.0 	9.1 	9.0 b	7.3 	10.5 	14.2 b	15.4 	16.5 	13.5 	13.7 	13.5 	17.4 	18.8 b	14.9 	16.1 	20.4 
A,THS_PER,HRSTU,F,PL	: 	: 	: 	49.9 	25.0 b	37.2 	68.2 b	83.5 b	96.5 	111.0 b	129.2 b	144.3 b	123.8 	107.9 	92.4 	114.3 	133.3 b	152.9 b	172.8 	185.2 	162.6 b	137.3 	114.9 	87.4 	67.0 	76.2 b	76.9 	73.8 b	50.7 	54.3 	63.7 
A,THS_PER,HRSTU,F,PT	8.4 	11.5 	13.9 	9.0 	8.2 b	8.7 	8.3 	9.4 	17.5 	22.2 	18.8 b	29.0 b	32.1 	40.7 	39.9 	32.7 	41.3 	50.5 b	75.0 	91.8 	81.0 b	72.5 	67.5 	51.7 	46.3 	48.3 	48.9 	48.4 b	46.1 	45.7 	49.7 
A,THS_PER,HRSTU,F,RO	: 	: 	: 	18.7 	15.3 b	12.6 u	13.5 u	20.1 	21.2 b	13.6 bu	16.0 	24.6 b	27.1 	20.1 	20.2 	33.1 	34.7 b	39.6 b	43.9 	47.4 	50.1 b	39.7 	28.8 	19.5 	19.1 	15.0 	23.3 	18.4 b	13.3 	14.2 	21.1 
A,THS_PER,HRSTU,F,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.0 	48.5 b	56.3 	62.0 	65.6 b	67.3 	63.3 	58.2 	55.9 	41.1 	38.0 	45.6 b	32.4 	39.1 	36.2 
A,THS_PER,HRSTU,F,SE	: 	21.5 	21.6 	21.9 	23.1 b	18.8 	15.3 	13.2 b	13.7 	17.0 	23.8 	29.9 b	33.2 b	27.2 	27.9 	35.4 	39.1 	36.3 b	38.0 	42.3 	42.9 b	43.2 	41.2 	42.7 	40.0 b	44.2 	58.7 	57.5 b	49.7 	58.9 	74.7 
A,THS_PER,HRSTU,F,SI	: 	: 	1.7 u	2.3 u	1.7 bu	2.4 u	2.5 u	1.7 u	2.3 u	3.7 u	3.5 u	3.7 bu	4.9 	5.2 	5.1 	4.9 	6.7 	8.0 b	12.2 	12.2 	13.5 b	12.5 	12.9 	12.6 	8.9 	7.6 	7.5 	8.7 b	6.7 	4.7 bu	5.9 
A,THS_PER,HRSTU,F,SK	: 	: 	: 	: 	5.1 b	5.1 b	5.4 	6.0 b	6.4 	8.0 b	10.2 	10.1 b	8.0 	10.2 	8.8 	10.4 	14.2 	18.1 b	21.8 	23.8 	22.5 b	21.8 	21.4 	17.3 	13.2 	10.7 	15.0 	14.7 b	12.4 	11.0 	11.1 
A,THS_PER,HRSTU,F,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	110.3 	132.7 	157.7 	201.3 	209.2 	222.6 b	241.5 b	272.7 	331.5 b	394.6 	456.5 	538.3 	530.9 	619.1 	570.4 	641.4 b	631.1 	611.8 	600.6 
A,THS_PER,HRSTU,F,UK	98.3 	99.4 	90.7 	91.9 	: 	81.0 b	74.4 	70.8 b	78.5 	75.3 	82.4 b	98.8 b	119.3 	113.3 b	134.5 b	178.2 	202.7 b	237.8 b	256.4 	232.5 	207.9 b	199.0 	216.0 	208.1 	183.5 	184.4 	: 	: 	: 	: 	: 
A,THS_PER,HRSTU,M,AT	: 	4.1 u	5.8 u	4.4 u	4.4 bu	8.5 	7.5 u	5.7 u	6.3 u	9.0 	14.6 b	11.8 b	10.0 b	9.7 b	7.3 	9.5 	10.6 	10.1 b	9.7 	14.1 	27.2 b	30.0 	29.2 	24.3 	25.5 	22.2 	25.0 	34.2 b	28.9 	27.7 	33.8 
A,THS_PER,HRSTU,M,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.9 b	9.8 	9.1 	7.6 
A,THS_PER,HRSTU,M,BE	25.4 	20.6 	22.9 	20.0 	20.5 b	20.5 b	15.7 	20.6 b	24.0 	29.0 	27.9 	34.6 b	33.6 	31.0 	30.5 b	38.3 	39.1 	34.3 b	36.8 	43.4 	44.9 b	47.6 	39.2 	40.7 b	38.3 	35.1 	39.9 	44.1 b	40.5 	36.3 	38.5 
A,THS_PER,HRSTU,M,BG	: 	: 	: 	: 	: 	: 	20.8 	27.9 b	24.2 	19.2 b	17.0 	14.5 b	12.6 b	8.2 u	7.1 bu	9.9 	16.2 b	18.9 b	22.6 	25.2 	22.5 b	16.8 	14.5 	13.6 	10.3 	7.2 b	10.5 	8.1 b	7.9 	7.3 	7.9 b
A,THS_PER,HRSTU,M,CH	: 	: 	18.8 	24.8 	13.8 b	8.5 u	7.4 u	5.4 u	14.1 	21.1 	18.1 	17.7 b	16.5 	14.8 	14.3 	21.4 	24.5 b	21.3 b	25.0 	29.8 	33.0 b	34.9 	33.9 	34.9 	33.3 	31.2 	35.0 	34.6 b	31.2 	32.1 	35.4 
A,THS_PER,HRSTU,M,CY	: 	: 	: 	: 	: 	: 	1.0 u	0.9 u	1.0 u	1.7 	1.3 u	1.9 b	2.1 	1.6 	1.8 	2.5 b	3.4 	5.1 b	7.4 	9.8 	9.4 b	8.0 	8.1 	7.3 	6.4 	4.7 	7.1 	6.1 b	5.3 	6.2 	4.0 
A,THS_PER,HRSTU,M,CZ	: 	: 	: 	: 	6.0 b	8.8 	8.4 	7.4 	6.9 	7.5 b	8.4 	8.7 b	9.3 	7.1 	6.9 	12.1 	13.7 b	13.5 b	13.7 	13.5 	14.6 b	12.7 	9.7 	8.0 	6.5 	5.8 	8.3 	9.1 b	6.1 	6.9 	8.6 
A,THS_PER,HRSTU,M,DE	239.8 	245.5 	272.2 b	299.5 	: 	268.8 	217.9 	216.9 	215.8 	263.0 	300.8 	318.0 b	265.1 b	201.3 	178.3 	202.0 	181.3 b	139.3 b	137.8 b	143.6 	150.8 b	147.3 	151.0 	141.4 	131.6 	132.6 	190.0 b	178.9 b	141.3 	153.6 	187.6 
A,THS_PER,HRSTU,M,DK	15.8 	18.4 	13.3 	10.9 	10.4 b	9.5 	8.9 	13.4 	14.6 	18.5 b	18.8 	15.6 b	12.4 	11.3 b	9.1 b	16.3 	20.5 	19.3 b	18.3 	19.0 	19.5 b	18.9 	21.0 b	21.2 b	17.5 	20.0 	23.6 	23.3 b	19.1 	22.2 b	26.5 
